TOURNAMENT,PLAYER,COMMENTARY 
2025,Fokina,"WIMBLEDON - Davidovich Fokina: ""The only thing is that, with the heat, everything is a lot slower than in other years. The ball gets very heavy and it's slow compared to Eastbourne, for example."" Misolic: ""The grass is finer and a bit slower [than Roehampton]."" Medvedev: ""...the court was a little different. It was a little slower because of the heat."""
2025,Misolic,"on the difference between the grass at Roehampton and the grass at Wimbledon: ""For me, it's completely different here: much better, the grass is finer and a bit slower."""
2024,Medvedev,"WIMBLEDON, Centre Court with the roof closed: “For whatever reason, it feels much slower,” Medvedev said. “It’s a really slow bounce. I need to get used to it.”"
2023,Barrerre,"WIMBLEDON: ""It was slower here compared to the tournaments before on grass,"" said Barrere, who played in Eastbourne last week."
2023,Murray,"WIMBLEDON: ""The court is a bit slower at the beginning of the tournament, and because the ball is bouncing lower, certain shots work much better... dropshots, slice,"" said Murray. ""As the tournament goes on, it starts to play a little more like hard court. At the other majors, you don't get such a change in the conditions as the tournament goes on."""
2023,Marterer,"WIMBLEDON: ""I thought Roehampton was a little faster,"" said Marterer. ""It's a little slower here, probably because the grass is still quite high. It slows the ball a little."""
2023,Musetti,"WIMBLEDON: ""...but in general the ball bounces very little this year, it seems to me that the grass is higher, because many balls tend to stop,"" said Musetti."
2023,Norrie,"WIMBLEDON: ""The courts are very green and very lush,"" said Norrie. ""The balls are staying really low."""
2021,Aliassime,"WIMBLEDON: ""I would say muddy and humid,"" Auger-Aliassime said. ""The back of the court on one side, the back right was literally mud. So that can be tricky for sure. You’re careful with your movement, try to be stable and always on my toes."""
,,
NORDEA OPEN,Rublev,"after beating Darderi in Bastad: ""I don't really know what to say. I'm full of adrenaline and super pumped after this week. I'm just really happy to have won the title."" On the final: ""The conditions were completely different today. It was cold, cloudy, the balls were much heavier and the court was very wet, so the match was nothing like yesterday. There were longer rallies and a different style of tennis. We both had our chances, especially in the first set, but I was a little luckier in the important moments and managed to take them."""
2025,Darderi,"BASTAD: ""The court is really slow,"" said Darderi. ""It’s really different to Munich, where I was yesterday, but there was also a bit of altitude there."""
2024,Beana,"“The court was a little slippery in the first set so it was tough to run, but I am happy because I played a great match in the end.” On Bastad: “I love this place. It’s one of the best tournaments of the year.”"
2022,F Cerundolo,"BASTAD: ""The court is like in Buenos Aires, it's slow and windy,"" said F. Cerundolo."
2022,Musetti,"said after defeating Musetti, “I am here for the second set. The conditions are tough for me. The wind and a slippery court is difficult for me but I think I showed a good match today.”"
,,
2026,Van Asche,"UMAG: “At the beginning, the court was very fast,"" said Van Assche. ""I was just trying to hit the ball but he kept hitting winners. In the darkness, the court wasn’t as fast and it made it easier for me to get to the balls and push him further back.”"
2026,Dzumhur,"UMAG: ""I love the [court] changes,"" said Dzumhur. ""There are two extra metres on each side and it definitely helps me, especially in these hot conditions when the ball is bouncing high. Thanks to the organisers for making it even better for me."" Dzumhur is playing Umag for the ninth time."
2025,De Jong,"UMAG: ""The courts are so terrible this year, it's almost dangerous,"" said De Jong: ""It's quite shocking. We always have to fill out a tournament evaluation. But I can't imagine anyone saying the courts here are normal."""
2025,De Jong,"after beating Poljicak in Umag: ""Different circumstances here. It goes less fast than Bastad. It was a quick turnaround and it’s tough to adjust, but I’m playing with confidence."""
2021,Gasquet,"UMAG: ""It's always tough to play with this heat and humidity, it's a battle for everybody,"" said Gasquet."
2021,Alcaraz,"UMAG: ""It's not easy to play here, because the humidity is so high,"" said Alcaraz."
,,
GENERALI OPEN,Etcheverry,"KITZBUHEL: ""The altitude makes the conditions very different,"" said Etcheverry. ""You have to serve well, return well and stay focused on every point because things can change very quickly here."""
2026,Buse,"KITZBUHEL: ""The conditions here are similar to Hamburg, so I feel very comfortable,"" said Buse. ""I hope I can play well this week and keep the momentum going. I've been here before and really enjoy it. I even played some golf over the weekend, and hopefully I'll get another chance to play surrounded by these beautiful mountains."""
2026,Navone,"KITZBUHEL: ""It's my first time here and I'm really enjoying it,"" said Navone. ""The atmosphere has been incredible, and I like playing in these altitude conditions. It's similar to Madrid, and it suits my game."""
2025,Struff,"KITZBUHEL: “The fast conditions suit my game,” said Struff."
2025,Hanfmann,"after beating Neumayer: ""I think Kitzbuhel treats me well every year. Playing an Austrian player isn’t easy, but there were some German fans here too. I played a good match. The first set was a little tight, but then I felt a little more comfortable in the second. It was a good performance."" On Kitzbuhel: ""I like the court, the environment, and the altitude, which suits my game. I can also decompress here from tennis—go to the mountains and enjoy the Austrian lifestyle."""
2024,Gaston,"KITZBUHEL: ""The altitude makes it different than Hamburg last week but the surface is the same,"" Gaston said after beating Altmaier. ""I adapted my game. You have to be more patient here. I’m not so tall so I have to try different things and it went well."""
2020,Djere ,"on the conditions at altitude in Kitzbuhel: “It’s a bit faster. Rio is a different story. I beat Thiem in the first round, which gave me some extra energy and it pushed me through the whole tournament. I am also happy with my performance here. I am looking forward to the match.”"
,,
MILLENNIUM ESTORIL OPEN2026,Rublev,"ESTORIL: ""Tougher conditions than in Bastad,"" said Rublev. ""Windy, courts are tougher as well. But I still got time to adapt."""
2026,Gaston,"after beating Droguet: ""I played really good tennis today from the beginning. The conditions were difficult because of the wind, but I'm very happy with my performance and I'll be ready for the next match."" On the conditions: ""The wind made things tricky, so it was important to stay focused and adapt throughout the match."" On his drop shot: ""The drop shot is a big part of my game. I just try to use it at the right moments and execute it as well as I can."""
2023,Kecmanovic,"on conditions: ""I think it is pretty similar to Roland Garros. I think it bounces higher here and it is a bit faster than regular clay but it is not a big difference. It could be balls, could be the clay, could be the weather but I don't really know."""
2023,Thiem,"on the conditions: ""Yeah the higher the ball bounces the better for me and today was great. I like the balls and the court is pretty fast, and dry. It is taking the spin very well and it suits my game pretty good. Very happy to be able to play the quarter-finals tomorrow."""
,,
MUBADALA CITI DC OPEN,Tabilo,on playing Jodar next: “I feel like it’ll be a little bit different conditions than in Indian Wells. It’s a little faster here but it will definitely be a good match. I don’t know if that match was an off day for him but after that he didn’t stop winning so I kind of want to play him now and see where we’re at.”
2026,Fritz,"WASHINGTON: ""It's been a tough week to control the balls, but I felt like I was doing a really good job with my backhand, keeping it low and flat,"" said Fritz. ""I've been playing here a long time, and that year I made the semifinals, I was definitely feeling pretty good. So yeah, I would like to get in there at some point."""
2026,De Minaur,"WASHINGTON: ""Over here, it's very lively, it's hot, it's bouncy,"" said De Minaur. ""It's not easy to return. I won't have it as easy in other tournaments where it's not as lively, but this week I was able to take advantage of it."""
2026,De Minaur,"on the conditions in Washington: ""This is one of the few weeks of the year when the heat and humidity conditions are so tough that I sweat a lot through my feet and need several pairs of shoes per match. Last year, I even used five in a single match. You have to try to adapt, and I will be prepared."""
2026,Fritz,"WASHINGTON: ""These balls are always the hardest to control on tour, so it takes time to find the right feel and confidenc,"" said Fritz. ""These balls can really fly through the court. Sometimes it feels like I hit two shots exactly the same and one lands in while the other goes long. A lot of players feel the same, so it's just about getting used to them."""
2026,De Minaur,"WASHINGTON ""I think one of the things I learned from last year is the conditions are not particularly easy,"" said De Minaur. ""The ball is flying a fair bit. It's quite quick. It's very -- especially if you play during the day, it's very rare to find some of your best tennis. Obviously the way it's all playing, it's amazing serving conditions, so if you can serve well, it's going to definitely put you in the right spots. So a lot of focus on that."""
2025,Tiafoe,"WASHINGTON: ""These courts are really fast, and it helps... I kind of like that, short rallies and big serves,"" said Tiafoe."
2025,Fritz,"WASHINGTON: “Normally it changes from the day to night as it’s a lot slower here at night,"" said Fritz. ""But the first round match I played wasn’t too hot, definitely a more mild day. Tonight was a bit more humid but we haven’t had one of those really hot, humid middle of the day matches yet so those are the ones you have to prepare for.”"
2025,De Minaur,"WASHINGTON: ""It’s so tough to play in these conditions. The ball is super quick and the courts are rapid. If you can land a first serve it’s so important,"" said De Minaur."
2024,Kokkinakis,"WASHINGTON: “It’s humid as anything out here,” Kokkinakis said."
2023,Fritz,"WASHINGTON: “The ball was moving a little more than when I played late at night, but I had to come to the net (18/32 net points won) and play more dropshots,” Fritz said after beating Murray. “I had to move the ball more. It’s not so much the courts that are slow, it’s the balls [Wilson US Open BLX?]. They are awful. Humid conditions with the heaviest balls in the world.”"
2023,Murray,"WASHINGTON: ""The courts and the balls are extremely slow here, so you're having to work really hard in all of the games, it's not easy to finish points,"" said Murray."
2023,Fritz,"WASHINGTON: “The conditions out here are really, really slow,” said Fritz."
2022,Drapper,"WASHINGTON: ""The conditions here, it's quite lively and you have to play with a bit more control,"" said Draper."
,,
MIFEL TENNIS OPEN BY TELCEL OPPO,Svrcina,"LOS CABOS: ""We all knew how the conditions here are, so it's really difficult,"" said Svrcina. ""I think it's better for everyone to play in the evening because if the sun is out, it's almost impossible."" On coping with the humidity: ""You have to drink a lot of electrolytes and cold water. For me, the worst part is that my hand sweats so much, so it's really tough to have a strong grip on the racket."""
2026,Mendez,"The conditions were very difficult to play in, there was a lot of wind on the court and the ball flew a lot,"
2026,Zheng,"LOS CABOS: ""The conditions suit my game well,"" said M. Zheng. ""It's a bit slower with a higher bounce, which gives me more time to get behind the ball. Against a big hitter like Martin, I just tried to make him play one extra shot and hope he'd miss."""
2026,Norrie,""" On the conditions: ""It's very hot and the conditions are tough. We have to accept it and adapt to the climate."""
2025,Kovacevic,"LOS CABOS: “That win in Montpellier is in the past,"" Kovacevic said after beating Rublev. ""Just like any player you play, every match is a new challenge. I just thought about how I’d play against him based on how his game was last time. You can’t think too much of the past regardless. This is outdoors and it’s a much slower court, so completely different conditions. I adjusted my game for that reason and he played differently as well. These conditions are always tough though but I’m not complaining.”"
2025,Duckworth,"LOS CABOS: “I really enjoy playing here in Mexico,"" said Duckworth. ""I played a few Challengers here earlier this year and I love the conditions here. The ball is jumping around here quite a bit and it’s very lively."""
2025,Shapovalov,"LOS CABOS: ""It’s jumpy, bouncy and the balls are moving through the court so it’s good conditions for me,"" said Shapovalov. ""The conditions are very different from Acapulco which was the slowest court I’ve ever played on. I think the different balls (Wilson) help the ball move through the court much more here than in Acapulco.” Reddit: ""Wilson balls are the lightest. Humid conditions slow down the play a bit."""
2024,Zverev,"LOS CABOS: ""I thought today it was extremely cold and very slow, it was difficult to hit winners so I had to stay patient,"" A. Zverev said after beating Kokkinakis."
2024,Vukic,"LOS CABOS: ""The conditions got really slow,"" said Vukic. ""We were playing with used balls in the tiebreaks, which added to it."""
2024,Purcell,"LOS CABOS: ""It feels like the difference between night and day here is quite different, so I wasn't quite liking how slow and dead the balls felt late at night,"" said Purcell. ""Even close it out with those fresh balls there, I was thinking jeeze these feel kind of slow."""
2024,Tsitsipas,"on Los Cabos: “Last year I suffered, it was very hot and humid. Much better this year, friendlier conditions for the body, they are some of the best to play tennis. I want to have two good weeks in Mexico, I feel a great relationship with the fans, I feel very welcome, it is warm, wake up, be on the beach and do what I love which is to play tennis."""
2023,Tsitsipas,"LOS CABOS: ""The heat and the humidity here difficult but the night sessions create a good atmosphere,"" said Tsitsipas. ""Some of the best tennis is played under the lights."""
2022,Medvedev,"LOS CABOS: ""The most important factor is that I like these balls (Wilson), and I like the hard court (Solflex),"" said Medvedev."
2022,Aliassime,"LOS CABOS: ""I like to play under these conditions, fast and high rebounding, they are good for my game,"" said Auger-Aliassime."
,,
NATIONAL BANK OPEN PRESENTED BY ROGERS,,
