Pool,Rank,Player,Primary Archetype,Data Coverage,Badges,BigServer score,BigServerBaseliner score,AttackingBaseliner score,SolidBaseliner score,CounterPuncher score,SolidDefender score,AllCourt score,Pressure,MCP Charted,Chall Matches,Win %,Clay WR%,Hard WR%,Grass WR%
Challenger,,Juan Bautista Otegui,Counter Puncher,challenger,,7,10,31,21,93,68,7,,,54,44.4,43,67,
Challenger,,Anton Matusevich,Solid Baseliner / Attacking Baseliner,challenger,,33,31,52,54,15,41,24,,,27,44.4,47,33,50
Challenger,,Alexander Weis,Clay Specialist / Solid Defender,challenger,,15,17,37,35,55,63,19,,,115,44.3,48,0,
Challenger,,Aidan Mchugh,Solid Baseliner / Attacking Baseliner,challenger,,26,22,45,50,8,39,17,,,106,44.3,50,46,33
Challenger,,Harry Bourchier,Big Server,challenger,,67,18,39,30,5,17,9,,,70,44.3,33,46,
Challenger,,Arklon Huertas Del Pino,Clay Specialist / Solid Defender,challenger,,8,14,32,41,84,86,13,,,70,44.3,47,17,
Challenger,,Matteo Viola,Counter Puncher / Solid Defender,challenger,,5,7,25,17,75,65,5,,,163,44.2,28,52,0
Challenger,,Di Wu,Solid Defender,challenger,,14,17,46,41,23,58,17,,,77,44.2,43,44,
Challenger,,Renta Tokuda,Solid Defender,challenger,,15,12,43,43,21,54,15,,,77,44.2,33,45,
Challenger,,Adria Soriano Barrera,Big Server,challenger,,83,24,62,54,4,15,12,,,43,44.2,36,47,
Challenger,,Alejandro Gonzalez,Counter Puncher / Solid Defender,challenger,,10,17,42,47,71,71,19,,,118,44.1,40,48,
Challenger,,Gonzalo Bueno,Counter Puncher / Solid Defender,challenger,,4,10,30,31,90,87,8,,,93,44.1,44,40,
Challenger,,Ramkumar Ramanathan,Big Server,challenger,,88,34,55,41,2,10,10,,,234,44,40,45,48
Challenger,,Nikolas Sanchez Izquierdo,Clay Specialist / Counter Puncher,challenger,,6,12,31,26,84,80,9,,,191,44,47,18,
Challenger,,Federico Iannaccone,Clay Specialist / Counter Puncher,challenger,,5,11,28,24,94,88,6,,,50,44,46,25,
Challenger,,Juan Carlos Aguilar,Counter Puncher / Solid Defender,challenger,,5,16,47,34,86,77,15,,,25,44,60,40,
Challenger,,Matias Franco Descotte,Solid Defender,challenger,,18,16,32,39,16,51,15,,,98,43.9,43,44,
Challenger,,Vincent Millot,Counter Puncher,challenger,,8,9,30,17,68,55,8,,,41,43.9,20,47,
Challenger,,Juan Sebastian Gomez,Counter Puncher / Solid Defender,challenger,,5,10,22,14,88,78,3,,,41,43.9,46,33,
Challenger,,Kenny De Schepper,Big Server,challenger,,76,23,52,64,8,24,17,,,203,43.8,32,50,
Challenger,,Giovanni Oradini,Solid Defender,challenger,,22,18,28,35,14,47,16,,,80,43.8,49,35,
Challenger,,Igor Gimenez,Counter Puncher,challenger,,4,9,25,16,92,79,3,,,32,43.8,44,,
Challenger,,Arthur Weber,Solid Defender,challenger,,11,8,39,35,23,56,12,,,39,43.6,20,47,
Challenger,,Joao Domingues,Solid Defender / Counter Puncher,challenger,,6,13,37,43,83,87,14,,,214,43.5,45,30,
Challenger,,Yu Hsiou Hsu,All-Court Player,challenger,,24,15,42,42,17,39,18,,,99,43.4,20,46,0
Challenger,,Cristian Rodriguez,Solid Baseliner / Attacking Baseliner,challenger,,32,28,48,49,7,33,19,,,83,43.4,44,33,
Challenger,,Viktor Galovic,Big Server,challenger,,73,28,41,52,6,29,17,,,120,43.3,42,44,50
Challenger,,Brydan Klein,Big Server,challenger,,82,23,50,47,7,12,11,,,67,43.3,0,43,53
Challenger,,Andres Artunedo Martinavarro,Big Server,challenger,,85,38,56,68,10,28,22,,,30,43.3,,45,0
Challenger,,Yusuke Takahashi,Solid Defender,challenger,,15,15,35,37,20,57,15,,,162,43.2,50,43,
Challenger,,Jc Aragone,All-Court Player,challenger,,24,14,32,29,14,30,16,,,155,43.2,13,47,0
Challenger,,Jose Rubin Statham,Big Server,challenger,,76,32,62,55,6,23,18,,,132,43.2,41,44,
Challenger,,Uladzimir Ignatik,Big Server,challenger,,82,35,52,70,11,36,24,,,132,43.2,47,40,
Challenger,,Pol Martin Tiffon,Solid Defender,challenger,,20,19,37,28,20,50,18,,,74,43.2,45,20,
Challenger,,Kevin King,Big Server,challenger,,69,28,35,38,14,32,19,,,102,43.1,50,43,50
Challenger,,Robert Strombachs,All-Court Player,challenger,,22,18,35,38,9,38,16,,,65,43.1,44,43,0
Challenger,,Nicolas Alvarez,Solid Defender,challenger,,17,15,26,30,21,57,14,,,114,43,45,29,
Challenger,,Maverick Banes,Attacking Baseliner / Solid Baseliner,challenger,,24,14,45,40,9,35,15,,,79,43,33,44,
Challenger,,Yshai Oliel,Solid Defender / Solid Baseliner,challenger,,21,21,40,49,19,57,19,,,79,43,49,32,
Challenger,,Dan Added,All-Court Player,challenger,,27,16,37,43,12,36,17,,,126,42.9,32,46,
Challenger,,Carlos Gomez Herrera,Solid Defender / Solid Baseliner,challenger,,19,20,45,50,21,58,20,,,119,42.9,44,40,
Challenger,,Miguel Damas,Solid Defender / Counter Puncher,challenger,,6,7,18,17,57,66,5,,,77,42.9,46,35,
Challenger,,Ryan Nijboer,Counter Puncher,challenger,,13,20,35,32,81,69,17,,,63,42.9,45,30,
Challenger,,Mischa Zverev,Solid Baseliner / Attacking Baseliner,challenger,,27,19,51,52,24,46,23,,,42,42.9,25,47,
Challenger,,Yan Bondarevskiy,Counter Puncher / Solid Defender,challenger,,7,10,25,25,68,67,9,,,35,42.9,41,44,
Challenger,,Mark Whitehouse,Big Server,challenger,,80,20,40,46,3,17,9,,,35,42.9,0,42,50
Challenger,,Harri Heliovaara,All-Court Player,challenger,,26,15,43,40,14,34,17,,,54,42.6,31,46,
Challenger,,Dane Sweeny,Solid Defender,challenger,,11,9,36,25,22,50,11,,,113,42.5,30,45,0
Challenger,,Jacob Grills,Counter Puncher / Solid Defender,challenger,,12,16,32,32,70,66,15,,,73,42.5,46,42,
Challenger,,Gerard Granollers,Counter Puncher / Solid Defender,challenger,,4,11,37,28,76,74,10,,,59,42.4,43,42,
Challenger,,Jie Cui,Counter Puncher / Solid Defender,challenger,,16,12,35,28,55,47,17,,,59,42.4,0,44,
Challenger,,Bogdan Bobrov,Solid Defender,challenger,,18,16,33,36,13,47,15,,,111,42.3,43,43,
Challenger,,Tom Fawcett,All-Court Player,challenger,,32,29,42,37,19,37,25,,,26,42.3,,42,
Challenger,,Diego Augusto Barreto Sanchez,Solid Defender / Counter Puncher,challenger,,6,17,47,46,72,78,18,,,26,42.3,50,17,
Challenger,,Dragos Dima,Solid Defender / Counter Puncher,challenger,,5,11,27,34,81,82,9,,,38,42.1,42,,
Challenger,,Stefanos Sakellaridis,All-Court Player,challenger,,28,20,27,32,7,34,16,,,38,42.1,50,38,
Challenger,,Edan Leshem,All-Court Player,challenger,,24,23,37,34,19,45,21,,,100,42,50,42,
Challenger,,Conner Huertas Del Pino,Counter Puncher / Solid Defender,challenger,,19,18,35,38,57,56,22,,,81,42,41,47,
Challenger,,Sidharth Rawat,Attacking Baseliner / Solid Baseliner,challenger,,24,36,57,54,22,49,26,,,74,41.9,20,43,
Challenger,,Kaito Uesugi,Counter Puncher,challenger,,14,19,34,29,77,63,16,,,31,41.9,,42,
Challenger,,Kaichi Uchida,All-Court Player,challenger,,28,22,38,32,8,29,17,,,288,41.7,42,42,
Challenger,,Filip Peliwo,Counter Puncher / Solid Defender,challenger,,12,13,24,15,61,55,10,,,151,41.7,39,43,25
Challenger,,Michail Pervolarakis,All-Court Player,challenger,,16,10,25,15,17,33,12,,,72,41.7,0,43,
Challenger,,Ajeet Rai,All-Court Player,challenger,,27,21,30,26,15,29,19,,,48,41.7,33,43,
Challenger,,Sandro Ehrat,Solid Baseliner / Attacking Baseliner,challenger,,32,31,54,63,19,54,26,,,36,41.7,50,13,
Challenger,,Tom Gentzsch,Big Server,challenger,,80,33,43,44,8,25,17,,,24,41.7,47,25,
Challenger,,Noah Schachter,Counter Puncher / Solid Defender,challenger,,25,31,43,46,61,54,31,,,24,41.7,53,22,
Challenger,,Collin Altamirano,All-Court Player,challenger,,26,22,37,39,11,36,19,,,77,41.6,40,42,
Challenger,,Thomas Fancutt,Big Server,challenger,,83,32,43,35,4,10,9,,,82,41.5,33,43,
Challenger,,Alexander Erler,All-Court Player,challenger,,32,23,30,24,5,22,14,,,65,41.5,47,34,
Challenger,,Tibo Colson,Big Server,challenger,,76,28,37,34,3,20,11,,,29,41.4,50,31,
Challenger,,Roberto Cid,Counter Puncher / Solid Defender,challenger,,7,13,31,23,77,68,10,,,167,41.3,40,43,
Challenger,,Evgenii Tiurnev,All-Court Player,challenger,,37,29,40,29,9,22,17,,,63,41.3,42,41,
Challenger,,Evan Zhu,Solid Defender,challenger,,21,17,28,30,12,41,15,,,119,41.2,48,39,
Challenger,,Lloyd Glasspool,Big Server,challenger,,89,34,55,52,2,18,14,,,51,41.2,,44,17
Challenger,,Daniil Glinka,Big Server,challenger,,75,23,62,63,14,26,20,,,51,41.2,0,44,
Challenger,,David Poljak,All-Court Player,challenger,,26,21,31,31,15,37,20,,,95,41.1,41,41,
Challenger,,Sandro Kopp,Solid Defender / Solid Baseliner,challenger,,16,10,39,43,18,49,14,,,56,41.1,38,63,
Challenger,,Moez Echargui,Counter Puncher / Solid Defender,challenger,,7,15,31,29,85,76,11,,,144,41,44,35,
Challenger,,Miliaan Niesten,Counter Puncher / Solid Defender,challenger,,4,11,34,36,95,86,10,,,22,40.9,33,42,
Challenger,,Harrison Adams,Counter Puncher / Attacking Baseliner,challenger,,27,28,52,44,61,50,31,,,22,40.9,43,40,
Challenger,,Pedja Krstin,Solid Defender,challenger,,19,16,25,15,20,43,13,,,169,40.8,44,34,
Challenger,,Makoto Ochi,Solid Defender / Attacking Baseliner,challenger,,16,17,46,40,19,52,17,,,98,40.8,40,41,
Challenger,,Danylo Kalenichenko,All-Court Player,challenger,,32,25,44,44,6,29,17,,,27,40.7,40,41,
Challenger,,Gonzalo Lama,Solid Defender / Solid Baseliner,challenger,,17,14,27,34,6,44,11,,,116,40.5,43,13,
Challenger,,Alen Avidzba,Attacking Baseliner,challenger,,27,23,50,30,7,25,14,,,42,40.5,41,40,
Challenger,,Luca Castelnuovo,Big Server,challenger,,70,17,33,31,1,13,6,,,42,40.5,30,50,
Challenger,,Shinji Hazawa,Solid Defender / Solid Baseliner,challenger,,19,18,38,44,18,54,18,,,37,40.5,,41,
Challenger,,Julian Ocleppo,Big Server,challenger,,59,25,43,40,14,34,22,,,99,40.4,40,42,
Challenger,,Gianmarco Ferrari,Attacking Baseliner,challenger,,24,20,39,27,6,27,14,,,57,40.4,41,38,
Challenger,,Marcello Serafini,Solid Defender,challenger,,16,13,22,26,19,53,12,,,52,40.4,42,33,
Challenger,,Eduardo Ribeiro,Solid Defender,challenger,,10,10,25,31,54,65,12,,,70,40,40,40,
Challenger,,Shintaro Imai,All-Court Player,challenger,,29,25,39,37,16,38,22,,,60,40,,40,
Challenger,,Wishaya Trongcharoenchaikul,Big Server,challenger,,74,27,38,27,2,13,7,,,60,40,,40,
Challenger,,Ruan Roelofse,Big Server,challenger,,91,25,65,51,1,8,8,,,40,40,0,41,
Challenger,,Quinn Vandecasteele,Counter Puncher,challenger,,22,17,38,22,67,41,18,,,35,40,0,41,
Challenger,,Joao Pedro Sorgi,Counter Puncher,challenger,,15,21,41,44,81,68,21,,,25,40,40,,
Challenger,,Moerani Bouzige,All-Court Player,challenger,,30,23,33,27,5,23,14,,,25,40,,40,
Challenger,,Ozan Baris,Solid Baseliner / Solid Defender,challenger,,26,18,45,51,22,46,22,,,25,40,0,42,
Challenger,,Gerardo Lopez Villasenor,All-Court Player,challenger,,23,18,39,33,3,30,13,,,20,40,33,41,
Challenger,,Marsel Ilhan,Attacking Baseliner / Solid Baseliner,challenger,,31,28,54,54,8,39,20,,,20,40,43,38,
Challenger,,Henry Searle,Big Server,challenger,,85,33,57,48,1,17,13,,,20,40,33,31,75
Challenger,,Roberto Ortega Olmedo,Solid Defender,challenger,,10,8,33,24,16,46,9,,,138,39.9,32,44,
Challenger,,Sadio Doumbia,Solid Defender,challenger,,14,9,27,19,20,43,11,,,88,39.8,31,48,
Challenger,,Benjamin Lock,Big Server,challenger,,61,24,42,47,6,33,18,,,156,39.7,41,39,
Challenger,,Malek Jaziri,All-Court Player,challenger,,20,16,28,26,10,35,14,,,131,39.7,36,42,
Challenger,,Matias Zukas,Solid Defender,challenger,,18,15,28,23,10,40,13,,,63,39.7,42,17,
Challenger,,Peter Heller,Solid Defender,challenger,,13,12,25,32,11,50,10,,,53,39.6,44,25,
Challenger,,Andrea Guerrieri,Counter Puncher / Solid Defender,challenger,,4,12,31,20,90,81,6,,,38,39.5,44,17,
Challenger,,David Vega Hernandez,Counter Puncher / Solid Defender,challenger,,10,12,27,18,69,64,9,,,28,39.3,40,33,
Challenger,,Kiranpal Pannu,Solid Defender,challenger,,19,14,19,21,14,40,12,,,51,39.2,47,36,
Challenger,,Sem Verbeek,All-Court Player,challenger,,22,11,20,21,4,23,10,,,46,39.1,31,42,
Challenger,,Tim Smyczek,All-Court Player,challenger,,28,22,35,42,10,37,18,,,23,39.1,,39,
Challenger,,Marek Gengel,All-Court Player,challenger,,20,11,21,21,16,34,14,,,105,39,20,47,
Challenger,,Ben Patael,All-Court Player,challenger,,25,20,35,33,13,34,19,,,41,39,36,40,
Challenger,,Karim Mohamed Maamoun,Solid Defender,challenger,,12,13,35,22,19,50,12,,,36,38.9,40,38,
Challenger,,Franco Roncadelli,Counter Puncher / Solid Defender,challenger,,4,9,27,28,96,91,5,,,36,38.9,39,,
Challenger,,Kalin Ivanovski,Big Server,challenger,,70,18,37,42,6,23,12,,,36,38.9,29,45,
Challenger,,Vladyslav Orlov,Counter Puncher / Solid Defender,challenger,,6,12,37,28,79,72,11,,,103,38.8,38,40,
Challenger,,Martin Krumich,Counter Puncher,challenger,,8,14,26,17,78,65,8,,,67,38.8,39,38,
Challenger,,Bruno Kuzuhara,Solid Defender,challenger,,9,9,24,24,17,54,8,,,49,38.8,39,39,
Challenger,,Vadym Ursu,Counter Puncher,challenger,,6,11,21,6,81,65,2,,,44,38.6,38,39,
Challenger,,Jumpei Yamasaki,Solid Defender,challenger,,18,10,23,30,19,45,13,,,26,38.5,0,40,
Challenger,,Dennis Novikov,Big Server,challenger,,75,19,40,28,3,7,5,,,73,38.4,0,41,0
Challenger,,Tsung Hua Yang,Big Server,challenger,,74,28,36,31,8,23,13,,,94,38.3,39,38,
Challenger,,Kai Wehnelt,All-Court Player,challenger,,31,24,33,29,16,31,22,,,47,38.3,38,38,
Challenger,,Goncalo Oliveira,All-Court Player,challenger,,20,17,38,27,13,39,16,,,267,38.2,39,37,
Challenger,,Matthew Dellavedova,Solid Defender,challenger,,6,6,20,24,53,71,6,,,55,38.2,44,26,
Challenger,,Jaroslav Pospisil,Solid Defender,challenger,,9,11,24,14,20,53,7,,,34,38.2,42,30,
Challenger,,Nick Chappell,Solid Defender,challenger,,15,13,30,29,13,43,13,,,155,38.1,32,40,
Challenger,,Markos Kalovelonis,Big Server,challenger,,82,21,50,30,1,3,3,,,21,38.1,0,44,
Challenger,,Vladyslav Manafov,Big Server,challenger,,69,18,35,26,2,10,5,,,50,38,31,46,
Challenger,,Kasidit Samrej,Big Server,challenger,,67,26,35,30,6,20,12,,,29,37.9,,38,
Challenger,,Tim Handel,All-Court Player,challenger,,28,23,41,39,5,35,16,,,29,37.9,47,22,
Challenger,,Vaclav Safranek,Clay Specialist / Solid Defender,challenger,,13,9,15,26,9,49,6,,,82,37.8,46,14,
Challenger,,Nikola Cacic,Attacking Baseliner / Solid Baseliner,challenger,,30,16,43,43,2,24,12,,,37,37.8,25,48,
Challenger,,Inigo Cervantes Huegun,All-Court Player,challenger,,29,22,28,22,18,40,19,,,61,37.7,40,27,
Challenger,,Alexis Gautier,All-Court Player,challenger,,33,26,35,28,10,28,19,,,88,37.5,43,32,
Challenger,,Dominik Palan,Big Server,challenger,,85,22,47,36,2,6,5,,,72,37.5,0,39,
Challenger,,Stephane Robert,All-Court Player,challenger,,25,14,31,17,21,36,16,,,56,37.5,25,42,50
Challenger,,Sergey Fomin,Solid Defender,challenger,,10,9,18,17,16,51,6,,,56,37.5,54,21,
Challenger,,Seita Watanabe,Solid Defender / Counter Puncher,challenger,,12,11,18,18,51,57,9,,,32,37.5,44,35,
Challenger,,Louis Wessels,All-Court Player,challenger,,24,17,19,16,6,27,11,,,107,37.4,43,22,
Challenger,,Wilson Leite,Solid Defender / Counter Puncher,challenger,,4,11,26,32,76,82,8,,,126,37.3,39,28,
Challenger,,Tomislav Brkic,Solid Defender,challenger,,14,11,19,17,13,43,9,,,67,37.3,43,26,
Challenger,,Saba Purtseladze,All-Court Player,challenger,,36,20,42,33,13,22,18,,,43,37.2,14,48,
Challenger,,Bor Artnak,Counter Puncher / Solid Defender,challenger,,9,8,22,14,54,50,7,,,35,37.1,25,43,
Challenger,,Dragos Nicolae Madaras,Solid Defender,challenger,,11,11,21,20,23,59,8,,,46,37,39,20,
Challenger,,Skander Mansouri,All-Court Player,challenger,,37,26,31,21,4,16,12,,,103,36.9,39,36,
Challenger,,Ante Pavic,Big Server,challenger,,85,32,40,33,2,13,8,,,71,36.6,41,32,
Challenger,,Tomas Lipovsek Puches,Counter Puncher,challenger,,4,6,21,5,88,68,0,,,55,36.4,33,56,
Challenger,,Rodrigo Pacheco Mendez,All-Court Player,challenger,,20,18,38,28,10,33,15,,,55,36.4,33,41,
Challenger,,Enzo Wallart,All-Court Player,challenger,,23,13,33,31,7,29,13,,,33,36.4,25,38,
Challenger,,Pol Toledo Bague,Counter Puncher,challenger,,4,7,20,5,77,66,0,,,33,36.4,36,,
Challenger,,Tiago Cacao,Solid Defender / Counter Puncher,challenger,,4,9,24,23,80,85,5,,,33,36.4,38,0,
Challenger,,Jaimee Floyd Angele,Big Server / Attacking Baseliner,challenger,,35,16,29,17,2,4,5,,,22,36.4,0,40,
Challenger,,Rigele Te,Big Server,challenger,,74,20,38,42,7,21,12,,,36,36.1,25,38,
Challenger,,Sebastian Gima,Solid Defender / Counter Puncher,challenger,,6,10,23,17,67,69,6,,,36,36.1,38,25,
Challenger,,Mikhail Elgin,All-Court Player,challenger,,32,26,37,45,13,43,22,,,25,36,60,30,
Challenger,,Giles Hussey,Counter Puncher / Solid Defender,challenger,,17,18,44,37,60,57,22,,,25,36,,42,17
Challenger,,Evan King,Solid Baseliner / Attacking Baseliner,challenger,,29,15,38,41,4,26,13,,,151,35.8,17,40,33
Challenger,,Alexander Zhurbin,Solid Defender,challenger,,11,9,12,14,15,48,5,,,42,35.7,40,29,
Challenger,,Arjun Kadhe,All-Court Player,challenger,,23,16,22,26,5,26,12,,,107,35.5,28,38,
Challenger,,Milos Karol,Big Server,challenger,,79,21,44,30,2,7,5,,,31,35.5,14,53,
Challenger,,Aleksandr Braynin,Solid Defender,challenger,,18,13,17,8,22,39,10,,,31,35.5,33,38,
Challenger,,Mathieu Perchicot,Solid Defender,challenger,,5,6,14,14,18,55,2,,,48,35.4,38,17,
Challenger,,Pawel Cias,Solid Defender,challenger,,9,11,28,20,25,59,9,,,34,35.3,35,,
Challenger,,Alessandro Bega,Solid Defender / Counter Puncher,challenger,,8,9,24,25,58,64,9,,,91,35.2,30,37,
Challenger,,Gilles Simon,Solid Defender,challenger,,16,11,30,29,18,46,13,,,40,35,10,45,0
Challenger,,Maxime Hamou,Solid Defender,challenger,,14,8,14,20,4,40,5,,,40,35,45,9,
Challenger,,Ryota Tanuma,Solid Defender / Attacking Baseliner,challenger,,13,10,28,28,5,38,9,,,20,35,,35,
Challenger,,Mauricio Echazu,Solid Defender / Counter Puncher,challenger,,6,5,16,17,54,63,4,,,20,35,33,40,
Challenger,,Kyle Seelig,Solid Defender,challenger,,10,9,26,36,11,56,8,,,20,35,50,31,
Challenger,,Maxence Beauge,Big Server,challenger,,68,26,36,41,3,29,14,,,20,35,50,20,
Challenger,,Yi Zhou,All-Court Player,challenger,,21,16,27,28,7,32,13,,,20,35,,35,
Challenger,,Adrian Oetzbach,Counter Puncher,challenger,,8,14,23,10,91,75,4,,,23,34.8,41,17,
Challenger,,Victor Lilov,Solid Defender,challenger,,9,7,11,16,16,55,3,,,23,34.8,38,0,
Challenger,,Roy Smith,Big Server,challenger,,80,29,43,30,1,12,7,,,72,34.7,,35,
Challenger,,Justin Boulais,All-Court Player,challenger,,21,11,31,20,4,19,9,,,49,34.7,0,35,
Challenger,,John Mcnally,Big Server,challenger,,82,21,44,44,1,14,8,,,26,34.6,0,36,
Challenger,,Tristan Mccormick,Big Server,challenger,,77,29,39,28,3,17,9,,,26,34.6,44,20,
Challenger,,Liam Gavrielides,All-Court Player,challenger,,20,15,24,22,4,33,11,,,29,34.5,43,0,
Challenger,,Victor Estrella,All-Court Player,challenger,,15,7,22,18,4,28,7,,,32,34.4,27,38,
Challenger,,Christian Lindell,Solid Defender,challenger,,14,13,17,17,20,53,8,,,32,34.4,35,0,
Challenger,,Colin Markes,All-Court Player,challenger,,20,15,23,14,10,27,12,,,32,34.4,29,36,
Challenger,,David Pichler,Solid Defender,challenger,,20,17,29,30,11,41,15,,,67,34.3,37,29,
Challenger,,Patrik Niklas Salminen,Big Server,challenger,,82,22,49,32,3,8,6,,,35,34.3,22,38,
Challenger,,Mili Poljicak,All-Court Player,challenger,,27,19,21,27,7,34,14,,,38,34.2,43,11,
Challenger,,Federico Zeballos,Solid Defender,challenger,,17,13,19,11,15,36,10,,,85,34.1,34,34,
Challenger,,Carlos Boluda Purkiss,Solid Defender,challenger,,7,5,26,25,20,56,6,,,44,34.1,25,50,
Challenger,,Rafael Matos,Solid Defender,challenger,,11,7,29,31,12,44,9,,,44,34.1,31,60,
Challenger,,Arthur Reymond,All-Court Player,challenger,,24,17,28,29,4,29,13,,,41,34.1,31,37,0
Challenger,,Lorenzo Rottoli,Solid Defender / Counter Puncher,challenger,,5,8,16,10,55,60,3,,,41,34.1,36,25,
Challenger,,Mikalai Haliak,Solid Defender,challenger,,12,6,17,21,9,36,7,,,53,34,13,38,
Challenger,,Oscar Jose Gutierrez,Solid Defender / Counter Puncher,challenger,,6,7,18,12,61,66,3,,,98,33.7,38,17,
Challenger,,Gage Brymer,Solid Defender,challenger,,9,7,29,23,9,42,7,,,48,33.3,,33,
Challenger,,Fabrizio Ornago,All-Court Player,challenger,,22,15,23,18,3,25,10,,,45,33.3,36,29,
Challenger,,Daniel Munoz de la Nava,Solid Defender,challenger,,17,16,29,17,19,45,13,,,27,33.3,33,,
Challenger,,Tom Jomby,Big Server,challenger,,27,12,16,13,1,5,4,,,27,33.3,0,36,
Challenger,,Jake Delaney,Big Server,challenger,,59,21,35,29,1,18,9,,,24,33.3,,33,
Challenger,,Cooper Williams,Solid Defender / Solid Baseliner,challenger,,19,14,28,31,3,38,11,,,24,33.3,50,30,
Challenger,,Patrik Rikl,Big Server,challenger,,72,30,49,52,9,31,21,,,21,33.3,33,33,
Challenger,,Maxime Chazal,Solid Defender,challenger,,13,11,17,16,14,46,7,,,61,32.8,37,25,
Challenger,,Calum Puttergill,Counter Puncher,challenger,,5,10,21,6,80,67,1,,,52,32.7,33,33,
Challenger,,Alexander Cozbinov,All-Court Player,challenger,,29,16,30,19,17,26,17,,,43,32.6,0,33,
Challenger,,Constantin Bittoun Kouzmine,Solid Defender,challenger,,9,9,20,26,19,62,6,,,40,32.5,39,24,
Challenger,,Juan Alejandro Hernandez Serrano,Solid Defender,challenger,,8,7,18,13,15,43,5,,,37,32.4,28,37,
Challenger,,Antoine Cornut Chauvinc,All-Court Player,challenger,,21,11,20,24,7,27,11,,,34,32.4,18,39,
Challenger,,Manish Sureshkumar,Counter Puncher,challenger,,12,8,19,9,61,47,5,,,31,32.3,0,34,
Challenger,,Sascha Gueymard Wayenburg,Big Server,challenger,,77,21,39,33,6,12,8,,,31,32.3,0,36,
Challenger,,Lucas Catarina,Solid Defender,challenger,,9,10,34,21,16,46,9,,,59,32.2,26,35,
Challenger,,Lucas Gomez,Solid Defender,challenger,,11,4,12,11,7,28,5,,,25,32,0,38,
Challenger,,Yanaki Milev,Solid Defender,challenger,,16,11,17,9,4,32,6,,,25,32,33,0,
Challenger,,Luis David Martinez,Solid Defender,challenger,,14,8,15,9,16,31,8,,,22,31.8,18,45,
Challenger,,Kosuke Ogura,Solid Defender,challenger,,6,3,7,10,9,42,0,,,22,31.8,33,29,
Challenger,,Omni Kumar,Solid Defender,challenger,,17,14,26,22,12,40,12,,,57,31.6,,32,
Challenger,,Jorge Brian Panta Herreros,Solid Defender,challenger,,14,12,18,27,15,57,8,,,54,31.5,36,11,
Challenger,,Alberto Barroso Campos,Solid Defender,challenger,,15,9,25,33,16,45,12,,,48,31.3,6,44,
Challenger,,Marco Bortolotti,Solid Defender / Counter Puncher,challenger,,7,6,18,14,60,64,4,,,45,31.1,32,27,
Challenger,,Matthew Christopher Romios,Big Server / Solid Baseliner,challenger,,23,10,12,16,2,14,6,,,42,31,0,34,
Challenger,,Christopher Heyman,All-Court Player,challenger,,15,6,18,24,4,30,7,,,52,30.8,23,38,
Challenger,,Niki Kaliyanda Poonacha,Big Server / Solid Defender,challenger,,20,12,14,11,1,20,7,,,39,30.8,33,30,
Challenger,,Nathaniel Lammons,All-Court Player,challenger,,37,25,30,30,2,18,12,,,26,30.8,30,33,0
Challenger,,Lukas Pokorny,All-Court Player,challenger,,33,16,30,32,2,16,10,,,26,30.8,11,41,
Challenger,,Gabriele Piraino,Solid Defender,challenger,,4,7,18,14,55,66,3,,,46,30.4,31,0,
Challenger,,Marcelo Zormann Da Silva,All-Court Player,challenger,,18,10,31,32,5,34,10,,,33,30.3,29,50,
Challenger,,N Vijay Sundar Prashanth,All-Court Player,challenger,,20,10,22,17,4,21,9,,,30,30,20,33,0
Challenger,,Lorenzo Claverie,Big Server,challenger,,64,24,41,25,0,18,9,,,20,30,36,17,
Challenger,,Taha Baadi,All-Court Player,challenger,,21,10,23,18,5,22,10,,,34,29.4,0,30,
Challenger,,Luca Castagnola,Solid Defender,challenger,,5,3,11,6,15,42,0,,,24,29.2,27,50,
Challenger,,Joshua Sheehy,All-Court Player,challenger,,17,13,28,20,3,25,9,,,24,29.2,33,28,
Challenger,,Ray Ho,All-Court Player,challenger,,30,14,21,22,2,12,8,,,31,29,0,30,
Challenger,,Diego Hidalgo,Solid Defender,challenger,,19,14,19,27,9,40,11,,,52,28.8,30,26,
Challenger,,Benjamin Sigouin,All-Court Player,challenger,,19,10,22,12,14,29,11,,,35,28.6,0,29,
Challenger,,Yecong He,Solid Defender,challenger,,10,4,10,16,9,37,4,,,35,28.6,0,32,
Challenger,,Zihao Xia,Solid Defender,challenger,,5,2,4,11,2,28,0,,,35,28.6,0,32,
Challenger,,Manuel Sanchez,All-Court Player,challenger,,22,15,16,8,4,15,8,,,28,28.6,22,32,
Challenger,,Timur Khabibulin,Solid Defender,challenger,,17,13,17,5,18,40,8,,,25,28,40,25,
Challenger,,Toshihide Matsui,Big Server / Attacking Baseliner,challenger,,30,14,25,11,0,5,4,,,36,27.8,0,29,
Challenger,,Ezekiel Clark,Solid Defender,challenger,,6,7,20,18,59,72,5,,,47,27.7,67,25,
Challenger,,Yannick Mertens,Attacking Baseliner / Solid Defender,challenger,,14,7,35,25,1,27,6,,,40,27.5,0,30,
Challenger,,Riccardo Balzerani,Solid Defender / Counter Puncher,challenger,,6,7,16,9,55,63,2,,,40,27.5,28,0,
Challenger,,Evan Hoyt,Big Server,challenger,,78,27,36,36,1,18,9,,,22,27.3,,32,0
Challenger,,Simon Carr,Solid Defender,challenger,,12,7,19,23,14,42,8,,,22,27.3,0,29,
